dundasChartControl1_DRG_DataRowGrouping1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_X,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_Y
1 week,July,07/20/2020 00:00:00,-0.523
1 week,July,07/21/2020 00:00:00,-0.535
1 week,July,07/22/2020 00:00:00,-0.531
1 week,July,07/23/2020 00:00:00,-0.539
1 week,July,07/24/2020 00:00:00,-0.521
1 week,July,07/27/2020 00:00:00,-0.538
1 week,July,07/28/2020 00:00:00,-0.527
1 week,July,07/29/2020 00:00:00,-0.541
1 week,July,07/30/2020 00:00:00,-0.533
1 week,July,07/31/2020 00:00:00,-0.523
1 week,August,08/03/2020 00:00:00,-0.537
1 week,August,08/04/2020 00:00:00,-0.534
1 week,August,08/05/2020 00:00:00,-0.533
1 week,August,08/06/2020 00:00:00,-0.527
1 week,August,08/07/2020 00:00:00,-0.525
1 week,August,08/10/2020 00:00:00,-0.543
1 week,August,08/11/2020 00:00:00,-0.535
1 week,August,08/12/2020 00:00:00,-0.537
1 week,August,08/13/2020 00:00:00,-0.53
1 week,August,08/14/2020 00:00:00,-0.526
1 week,August,08/17/2020 00:00:00,-0.538
1 week,August,08/18/2020 00:00:00,-0.534
1 week,August,08/19/2020 00:00:00,-0.535
1 week,August,08/20/2020 00:00:00,-0.538
1 week,August,08/21/2020 00:00:00,-0.533
1 week,August,08/24/2020 00:00:00,-0.54
1 week,August,08/25/2020 00:00:00,-0.53
1 week,August,08/26/2020 00:00:00,-0.538
1 week,August,08/27/2020 00:00:00,-0.529
1 week,August,08/28/2020 00:00:00,-0.538
1 week,August,08/31/2020 00:00:00,-0.54
1 week,September,09/01/2020 00:00:00,-0.529
1 week,September,09/02/2020 00:00:00,-0.53
1 week,September,09/03/2020 00:00:00,-0.532
1 week,September,09/04/2020 00:00:00,-0.53
1 week,September,09/07/2020 00:00:00,-0.536
1 week,September,09/08/2020 00:00:00,-0.536
1 week,September,09/09/2020 00:00:00,-0.54
1 week,September,09/10/2020 00:00:00,-0.538
1 week,September,09/11/2020 00:00:00,-0.53
1 week,September,09/14/2020 00:00:00,-0.535
1 week,September,09/15/2020 00:00:00,-0.539
1 week,September,09/16/2020 00:00:00,-0.539
1 week,September,09/17/2020 00:00:00,-0.538
1 week,September,09/18/2020 00:00:00,-0.534
1 week,September,09/21/2020 00:00:00,-0.539
1 week,September,09/22/2020 00:00:00,-0.533
1 week,September,09/23/2020 00:00:00,-0.541
1 week,September,09/24/2020 00:00:00,-0.536
1 week,September,09/25/2020 00:00:00,-0.53
1 week,September,09/28/2020 00:00:00,-0.545
1 week,September,09/29/2020 00:00:00,-0.543
1 week,September,09/30/2020 00:00:00,-0.547
1 week,October,10/01/2020 00:00:00,-0.555
1 week,October,10/02/2020 00:00:00,-0.537
1 week,October,10/05/2020 00:00:00,-0.539
1 week,October,10/06/2020 00:00:00,-0.541
1 week,October,10/07/2020 00:00:00,-0.546
1 week,October,10/08/2020 00:00:00,-0.544
1 week,October,10/09/2020 00:00:00,-0.538
1 week,October,10/12/2020 00:00:00,-0.542
1 week,October,10/13/2020 00:00:00,-0.537
1 week,October,10/14/2020 00:00:00,-0.536
1 week,October,10/15/2020 00:00:00,-0.533
1 week,October,10/16/2020 00:00:00,-0.521
1 week,October,10/19/2020 00:00:00,-0.537
1 week,October,10/20/2020 00:00:00,-0.536
1 week,October,10/21/2020 00:00:00,-0.538
1 week,October,10/22/2020 00:00:00,-0.533
1 week,October,10/23/2020 00:00:00,-0.533
1 week,October,10/26/2020 00:00:00,-0.547
1 week,October,10/27/2020 00:00:00,-0.538
1 week,October,10/28/2020 00:00:00,-0.54
1 week,October,10/29/2020 00:00:00,-0.548
1 week,October,10/30/2020 00:00:00,-0.541
1 week,November,11/02/2020 00:00:00,-0.538
1 week,November,11/03/2020 00:00:00,-0.547
1 week,November,11/04/2020 00:00:00,-0.553
1 week,November,11/05/2020 00:00:00,-0.55
1 week,November,11/06/2020 00:00:00,-0.538
1 week,November,11/09/2020 00:00:00,-0.548
1 week,November,11/10/2020 00:00:00,-0.556
1 week,November,11/11/2020 00:00:00,-0.544
1 week,November,11/12/2020 00:00:00,-0.542
1 week,November,11/13/2020 00:00:00,-0.535
1 week,November,11/16/2020 00:00:00,-0.529
1 week,November,11/17/2020 00:00:00,-0.556
1 week,November,11/18/2020 00:00:00,-0.55
1 week,November,11/19/2020 00:00:00,-0.553
1 week,November,11/20/2020 00:00:00,-0.545
1 week,November,11/23/2020 00:00:00,-0.549
1 week,November,11/24/2020 00:00:00,-0.554
1 week,November,11/25/2020 00:00:00,-0.557
1 week,November,11/26/2020 00:00:00,-0.55
1 week,November,11/27/2020 00:00:00,-0.548
1 week,November,11/30/2020 00:00:00,-0.546
1 month,June,06/01/2020 00:00:00,-0.498
1 month,June,06/02/2020 00:00:00,-0.478
1 month,June,06/03/2020 00:00:00,-0.488
1 month,June,06/04/2020 00:00:00,-0.472
1 month,June,06/05/2020 00:00:00,-0.483
1 month,June,06/08/2020 00:00:00,-0.481
1 month,June,06/09/2020 00:00:00,-0.487
1 month,June,06/10/2020 00:00:00,-0.478
1 month,June,06/11/2020 00:00:00,-0.479
1 month,June,06/12/2020 00:00:00,-0.482
1 month,June,06/15/2020 00:00:00,-0.484
1 month,June,06/16/2020 00:00:00,-0.481
1 month,June,06/17/2020 00:00:00,-0.492
1 month,June,06/18/2020 00:00:00,-0.503
1 month,June,06/19/2020 00:00:00,-0.507
1 month,June,06/22/2020 00:00:00,-0.509
1 month,June,06/23/2020 00:00:00,-0.508
1 month,June,06/24/2020 00:00:00,-0.508
1 month,June,06/25/2020 00:00:00,-0.504
1 month,June,06/26/2020 00:00:00,-0.504
1 month,June,06/29/2020 00:00:00,-0.507
1 month,June,06/30/2020 00:00:00,-0.51
1 month,July,07/01/2020 00:00:00,-0.512
1 month,July,07/02/2020 00:00:00,-0.509
1 month,July,07/03/2020 00:00:00,-0.502
1 month,July,07/06/2020 00:00:00,-0.508
1 month,July,07/07/2020 00:00:00,-0.511
1 month,July,07/08/2020 00:00:00,-0.507
1 month,July,07/09/2020 00:00:00,-0.498
1 month,July,07/10/2020 00:00:00,-0.503
1 month,July,07/13/2020 00:00:00,-0.503
1 month,July,07/14/2020 00:00:00,-0.508
1 month,July,07/15/2020 00:00:00,-0.513
1 month,July,07/16/2020 00:00:00,-0.501
1 month,July,07/17/2020 00:00:00,-0.506
1 month,July,07/20/2020 00:00:00,-0.5
1 month,July,07/21/2020 00:00:00,-0.501
1 month,July,07/22/2020 00:00:00,-0.51
1 month,July,07/23/2020 00:00:00,-0.515
1 month,July,07/24/2020 00:00:00,-0.513
1 month,July,07/27/2020 00:00:00,-0.516
1 month,July,07/28/2020 00:00:00,-0.515
1 month,July,07/29/2020 00:00:00,-0.523
1 month,July,07/30/2020 00:00:00,-0.519
1 month,July,07/31/2020 00:00:00,-0.51
1 month,August,08/03/2020 00:00:00,-0.516
1 month,August,08/04/2020 00:00:00,-0.521
1 month,August,08/05/2020 00:00:00,-0.515
1 month,August,08/06/2020 00:00:00,-0.512
1 month,August,08/07/2020 00:00:00,-0.51
1 month,August,08/10/2020 00:00:00,-0.519
1 month,August,08/11/2020 00:00:00,-0.514
1 month,August,08/12/2020 00:00:00,-0.511
1 month,August,08/13/2020 00:00:00,-0.519
1 month,August,08/14/2020 00:00:00,-0.519
1 month,August,08/17/2020 00:00:00,-0.519
1 month,August,08/18/2020 00:00:00,-0.517
1 month,August,08/19/2020 00:00:00,-0.519
1 month,August,08/20/2020 00:00:00,-0.523
1 month,August,08/21/2020 00:00:00,-0.517
1 month,August,08/24/2020 00:00:00,-0.518
1 month,August,08/25/2020 00:00:00,-0.515
1 month,August,08/26/2020 00:00:00,-0.515
1 month,August,08/27/2020 00:00:00,-0.52
1 month,August,08/28/2020 00:00:00,-0.523
1 month,August,08/31/2020 00:00:00,-0.522
1 month,September,09/01/2020 00:00:00,-0.51
1 month,September,09/02/2020 00:00:00,-0.507
1 month,September,09/03/2020 00:00:00,-0.512
1 month,September,09/04/2020 00:00:00,-0.517
1 month,September,09/07/2020 00:00:00,-0.513
1 month,September,09/08/2020 00:00:00,-0.515
1 month,September,09/09/2020 00:00:00,-0.519
1 month,September,09/10/2020 00:00:00,-0.535
1 month,September,09/11/2020 00:00:00,-0.516
1 month,September,09/14/2020 00:00:00,-0.526
1 month,September,09/15/2020 00:00:00,-0.523
1 month,September,09/16/2020 00:00:00,-0.526
1 month,September,09/17/2020 00:00:00,-0.529
1 month,September,09/18/2020 00:00:00,-0.523
1 month,September,09/21/2020 00:00:00,-0.533
1 month,September,09/22/2020 00:00:00,-0.526
1 month,September,09/23/2020 00:00:00,-0.531
1 month,September,09/24/2020 00:00:00,-0.518
1 month,September,09/25/2020 00:00:00,-0.523
1 month,September,09/28/2020 00:00:00,-0.524
1 month,September,09/29/2020 00:00:00,-0.523
1 month,September,09/30/2020 00:00:00,-0.529
1 month,October,10/01/2020 00:00:00,-0.526
1 month,October,10/02/2020 00:00:00,-0.528
1 month,October,10/05/2020 00:00:00,-0.534
1 month,October,10/06/2020 00:00:00,-0.54
1 month,October,10/07/2020 00:00:00,-0.54
1 month,October,10/08/2020 00:00:00,-0.534
1 month,October,10/09/2020 00:00:00,-0.526
1 month,October,10/12/2020 00:00:00,-0.538
1 month,October,10/13/2020 00:00:00,-0.535
1 month,October,10/14/2020 00:00:00,-0.535
1 month,October,10/15/2020 00:00:00,-0.539
1 month,October,10/16/2020 00:00:00,-0.534
1 month,October,10/19/2020 00:00:00,-0.538
1 month,October,10/20/2020 00:00:00,-0.543
1 month,October,10/21/2020 00:00:00,-0.539
1 month,October,10/22/2020 00:00:00,-0.553
1 month,October,10/23/2020 00:00:00,-0.539
1 month,October,10/26/2020 00:00:00,-0.539
1 month,October,10/27/2020 00:00:00,-0.543
1 month,October,10/28/2020 00:00:00,-0.545
1 month,October,10/29/2020 00:00:00,-0.55
1 month,October,10/30/2020 00:00:00,-0.548
1 month,November,11/02/2020 00:00:00,-0.54
1 month,November,11/03/2020 00:00:00,-0.54
1 month,November,11/04/2020 00:00:00,-0.55
1 month,November,11/05/2020 00:00:00,-0.547
1 month,November,11/06/2020 00:00:00,-0.533
1 month,November,11/09/2020 00:00:00,-0.539
1 month,November,11/10/2020 00:00:00,-0.527
1 month,November,11/11/2020 00:00:00,-0.537
1 month,November,11/12/2020 00:00:00,-0.542
1 month,November,11/13/2020 00:00:00,-0.533
1 month,November,11/16/2020 00:00:00,-0.537
1 month,November,11/17/2020 00:00:00,-0.552
1 month,November,11/18/2020 00:00:00,-0.546
1 month,November,11/19/2020 00:00:00,-0.556
1 month,November,11/20/2020 00:00:00,-0.543
1 month,November,11/23/2020 00:00:00,-0.542
1 month,November,11/24/2020 00:00:00,-0.537
1 month,November,11/25/2020 00:00:00,-0.533
1 month,November,11/26/2020 00:00:00,-0.539
1 month,November,11/27/2020 00:00:00,-0.546
1 month,November,11/30/2020 00:00:00,-0.551
3 month,June,06/01/2020 00:00:00,-0.325
3 month,June,06/02/2020 00:00:00,-0.33
3 month,June,06/03/2020 00:00:00,-0.342
3 month,June,06/04/2020 00:00:00,-0.352
3 month,June,06/05/2020 00:00:00,-0.353
3 month,June,06/08/2020 00:00:00,-0.365
3 month,June,06/09/2020 00:00:00,-0.364
3 month,June,06/10/2020 00:00:00,-0.351
3 month,June,06/11/2020 00:00:00,-0.358
3 month,June,06/12/2020 00:00:00,-0.366
3 month,June,06/15/2020 00:00:00,-0.355
3 month,June,06/16/2020 00:00:00,-0.372
3 month,June,06/17/2020 00:00:00,-0.396
3 month,June,06/18/2020 00:00:00,-0.389
3 month,June,06/19/2020 00:00:00,-0.407
3 month,June,06/22/2020 00:00:00,-0.4
3 month,June,06/23/2020 00:00:00,-0.409
3 month,June,06/24/2020 00:00:00,-0.398
3 month,June,06/25/2020 00:00:00,-0.402
3 month,June,06/26/2020 00:00:00,-0.403
3 month,June,06/29/2020 00:00:00,-0.413
3 month,June,06/30/2020 00:00:00,-0.422
3 month,July,07/01/2020 00:00:00,-0.417
3 month,July,07/02/2020 00:00:00,-0.429
3 month,July,07/03/2020 00:00:00,-0.435
3 month,July,07/06/2020 00:00:00,-0.441
3 month,July,07/07/2020 00:00:00,-0.436
3 month,July,07/08/2020 00:00:00,-0.433
3 month,July,07/09/2020 00:00:00,-0.438
3 month,July,07/10/2020 00:00:00,-0.44
3 month,July,07/13/2020 00:00:00,-0.435
3 month,July,07/14/2020 00:00:00,-0.433
3 month,July,07/15/2020 00:00:00,-0.443
3 month,July,07/16/2020 00:00:00,-0.449
3 month,July,07/17/2020 00:00:00,-0.443
3 month,July,07/20/2020 00:00:00,-0.443
3 month,July,07/21/2020 00:00:00,-0.452
3 month,July,07/22/2020 00:00:00,-0.454
3 month,July,07/23/2020 00:00:00,-0.453
3 month,July,07/24/2020 00:00:00,-0.448
3 month,July,07/27/2020 00:00:00,-0.457
3 month,July,07/28/2020 00:00:00,-0.454
3 month,July,07/29/2020 00:00:00,-0.458
3 month,July,07/30/2020 00:00:00,-0.461
3 month,July,07/31/2020 00:00:00,-0.463
3 month,August,08/03/2020 00:00:00,-0.469
3 month,August,08/04/2020 00:00:00,-0.472
3 month,August,08/05/2020 00:00:00,-0.467
3 month,August,08/06/2020 00:00:00,-0.474
3 month,August,08/07/2020 00:00:00,-0.478
3 month,August,08/10/2020 00:00:00,-0.478
3 month,August,08/11/2020 00:00:00,-0.482
3 month,August,08/12/2020 00:00:00,-0.486
3 month,August,08/13/2020 00:00:00,-0.481
3 month,August,08/14/2020 00:00:00,-0.482
3 month,August,08/17/2020 00:00:00,-0.48
3 month,August,08/18/2020 00:00:00,-0.483
3 month,August,08/19/2020 00:00:00,-0.488
3 month,August,08/20/2020 00:00:00,-0.491
3 month,August,08/21/2020 00:00:00,-0.487
3 month,August,08/24/2020 00:00:00,-0.488
3 month,August,08/25/2020 00:00:00,-0.481
3 month,August,08/26/2020 00:00:00,-0.476
3 month,August,08/27/2020 00:00:00,-0.477
3 month,August,08/28/2020 00:00:00,-0.477
3 month,August,08/31/2020 00:00:00,-0.477
3 month,September,09/01/2020 00:00:00,-0.478
3 month,September,09/02/2020 00:00:00,-0.478
3 month,September,09/03/2020 00:00:00,-0.48
3 month,September,09/04/2020 00:00:00,-0.483
3 month,September,09/07/2020 00:00:00,-0.487
3 month,September,09/08/2020 00:00:00,-0.488
3 month,September,09/09/2020 00:00:00,-0.493
3 month,September,09/10/2020 00:00:00,-0.488
3 month,September,09/11/2020 00:00:00,-0.484
3 month,September,09/14/2020 00:00:00,-0.484
3 month,September,09/15/2020 00:00:00,-0.485
3 month,September,09/16/2020 00:00:00,-0.487
3 month,September,09/17/2020 00:00:00,-0.501
3 month,September,09/18/2020 00:00:00,-0.504
3 month,September,09/21/2020 00:00:00,-0.508
3 month,September,09/22/2020 00:00:00,-0.508
3 month,September,09/23/2020 00:00:00,-0.498
3 month,September,09/24/2020 00:00:00,-0.493
3 month,September,09/25/2020 00:00:00,-0.498
3 month,September,09/28/2020 00:00:00,-0.493
3 month,September,09/29/2020 00:00:00,-0.494
3 month,September,09/30/2020 00:00:00,-0.498
3 month,October,10/01/2020 00:00:00,-0.498
3 month,October,10/02/2020 00:00:00,-0.505
3 month,October,10/05/2020 00:00:00,-0.509
3 month,October,10/06/2020 00:00:00,-0.505
3 month,October,10/07/2020 00:00:00,-0.508
3 month,October,10/08/2020 00:00:00,-0.506
3 month,October,10/09/2020 00:00:00,-0.509
3 month,October,10/12/2020 00:00:00,-0.511
3 month,October,10/13/2020 00:00:00,-0.508
3 month,October,10/14/2020 00:00:00,-0.511
3 month,October,10/15/2020 00:00:00,-0.507
3 month,October,10/16/2020 00:00:00,-0.509
3 month,October,10/19/2020 00:00:00,-0.509
3 month,October,10/20/2020 00:00:00,-0.507
3 month,October,10/21/2020 00:00:00,-0.507
3 month,October,10/22/2020 00:00:00,-0.511
3 month,October,10/23/2020 00:00:00,-0.512
3 month,October,10/26/2020 00:00:00,-0.509
3 month,October,10/27/2020 00:00:00,-0.51
3 month,October,10/28/2020 00:00:00,-0.512
3 month,October,10/29/2020 00:00:00,-0.515
3 month,October,10/30/2020 00:00:00,-0.523
3 month,November,11/02/2020 00:00:00,-0.52
3 month,November,11/03/2020 00:00:00,-0.52
3 month,November,11/04/2020 00:00:00,-0.517
3 month,November,11/05/2020 00:00:00,-0.517
3 month,November,11/06/2020 00:00:00,-0.513
3 month,November,11/09/2020 00:00:00,-0.516
3 month,November,11/10/2020 00:00:00,-0.51
3 month,November,11/11/2020 00:00:00,-0.518
3 month,November,11/12/2020 00:00:00,-0.513
3 month,November,11/13/2020 00:00:00,-0.514
3 month,November,11/16/2020 00:00:00,-0.522
3 month,November,11/17/2020 00:00:00,-0.522
3 month,November,11/18/2020 00:00:00,-0.527
3 month,November,11/19/2020 00:00:00,-0.527
3 month,November,11/20/2020 00:00:00,-0.528
3 month,November,11/23/2020 00:00:00,-0.523
3 month,November,11/24/2020 00:00:00,-0.523
3 month,November,11/25/2020 00:00:00,-0.526
3 month,November,11/26/2020 00:00:00,-0.528
3 month,November,11/27/2020 00:00:00,-0.528
3 month,November,11/30/2020 00:00:00,-0.526
6 month,June,06/01/2020 00:00:00,-0.163
6 month,June,06/02/2020 00:00:00,-0.182
6 month,June,06/03/2020 00:00:00,-0.174
6 month,June,06/04/2020 00:00:00,-0.179
6 month,June,06/05/2020 00:00:00,-0.196
6 month,June,06/08/2020 00:00:00,-0.195
6 month,June,06/09/2020 00:00:00,-0.194
6 month,June,06/10/2020 00:00:00,-0.193
6 month,June,06/11/2020 00:00:00,-0.183
6 month,June,06/12/2020 00:00:00,-0.199
6 month,June,06/15/2020 00:00:00,-0.206
6 month,June,06/16/2020 00:00:00,-0.206
6 month,June,06/17/2020 00:00:00,-0.215
6 month,June,06/18/2020 00:00:00,-0.228
6 month,June,06/19/2020 00:00:00,-0.234
6 month,June,06/22/2020 00:00:00,-0.259
6 month,June,06/23/2020 00:00:00,-0.269
6 month,June,06/24/2020 00:00:00,-0.278
6 month,June,06/25/2020 00:00:00,-0.268
6 month,June,06/26/2020 00:00:00,-0.283
6 month,June,06/29/2020 00:00:00,-0.287
6 month,June,06/30/2020 00:00:00,-0.308
6 month,July,07/01/2020 00:00:00,-0.295
6 month,July,07/02/2020 00:00:00,-0.302
6 month,July,07/03/2020 00:00:00,-0.314
6 month,July,07/06/2020 00:00:00,-0.308
6 month,July,07/07/2020 00:00:00,-0.313
6 month,July,07/08/2020 00:00:00,-0.322
6 month,July,07/09/2020 00:00:00,-0.328
6 month,July,07/10/2020 00:00:00,-0.33
6 month,July,07/13/2020 00:00:00,-0.332
6 month,July,07/14/2020 00:00:00,-0.33
6 month,July,07/15/2020 00:00:00,-0.333
6 month,July,07/16/2020 00:00:00,-0.352
6 month,July,07/17/2020 00:00:00,-0.351
6 month,July,07/20/2020 00:00:00,-0.348
6 month,July,07/21/2020 00:00:00,-0.353
6 month,July,07/22/2020 00:00:00,-0.355
6 month,July,07/23/2020 00:00:00,-0.373
6 month,July,07/24/2020 00:00:00,-0.373
6 month,July,07/27/2020 00:00:00,-0.375
6 month,July,07/28/2020 00:00:00,-0.379
6 month,July,07/29/2020 00:00:00,-0.389
6 month,July,07/30/2020 00:00:00,-0.399
6 month,July,07/31/2020 00:00:00,-0.407
6 month,August,08/03/2020 00:00:00,-0.417
6 month,August,08/04/2020 00:00:00,-0.421
6 month,August,08/05/2020 00:00:00,-0.418
6 month,August,08/06/2020 00:00:00,-0.417
6 month,August,08/07/2020 00:00:00,-0.418
6 month,August,08/10/2020 00:00:00,-0.422
6 month,August,08/11/2020 00:00:00,-0.426
6 month,August,08/12/2020 00:00:00,-0.428
6 month,August,08/13/2020 00:00:00,-0.433
6 month,August,08/14/2020 00:00:00,-0.432
6 month,August,08/17/2020 00:00:00,-0.433
6 month,August,08/18/2020 00:00:00,-0.44
6 month,August,08/19/2020 00:00:00,-0.442
6 month,August,08/20/2020 00:00:00,-0.444
6 month,August,08/21/2020 00:00:00,-0.441
6 month,August,08/24/2020 00:00:00,-0.442
6 month,August,08/25/2020 00:00:00,-0.443
6 month,August,08/26/2020 00:00:00,-0.443
6 month,August,08/27/2020 00:00:00,-0.439
6 month,August,08/28/2020 00:00:00,-0.444
6 month,August,08/31/2020 00:00:00,-0.448
6 month,September,09/01/2020 00:00:00,-0.441
6 month,September,09/02/2020 00:00:00,-0.451
6 month,September,09/03/2020 00:00:00,-0.455
6 month,September,09/04/2020 00:00:00,-0.451
6 month,September,09/07/2020 00:00:00,-0.459
6 month,September,09/08/2020 00:00:00,-0.459
6 month,September,09/09/2020 00:00:00,-0.463
6 month,September,09/10/2020 00:00:00,-0.458
6 month,September,09/11/2020 00:00:00,-0.455
6 month,September,09/14/2020 00:00:00,-0.46
6 month,September,09/15/2020 00:00:00,-0.458
6 month,September,09/16/2020 00:00:00,-0.462
6 month,September,09/17/2020 00:00:00,-0.463
6 month,September,09/18/2020 00:00:00,-0.468
6 month,September,09/21/2020 00:00:00,-0.47
6 month,September,09/22/2020 00:00:00,-0.473
6 month,September,09/23/2020 00:00:00,-0.468
6 month,September,09/24/2020 00:00:00,-0.472
6 month,September,09/25/2020 00:00:00,-0.468
6 month,September,09/28/2020 00:00:00,-0.47
6 month,September,09/29/2020 00:00:00,-0.474
6 month,September,09/30/2020 00:00:00,-0.48
6 month,October,10/01/2020 00:00:00,-0.481
6 month,October,10/02/2020 00:00:00,-0.473
6 month,October,10/05/2020 00:00:00,-0.488
6 month,October,10/06/2020 00:00:00,-0.479
6 month,October,10/07/2020 00:00:00,-0.488
6 month,October,10/08/2020 00:00:00,-0.486
6 month,October,10/09/2020 00:00:00,-0.486
6 month,October,10/12/2020 00:00:00,-0.485
6 month,October,10/13/2020 00:00:00,-0.483
6 month,October,10/14/2020 00:00:00,-0.493
6 month,October,10/15/2020 00:00:00,-0.497
6 month,October,10/16/2020 00:00:00,-0.498
6 month,October,10/19/2020 00:00:00,-0.497
6 month,October,10/20/2020 00:00:00,-0.498
6 month,October,10/21/2020 00:00:00,-0.498
6 month,October,10/22/2020 00:00:00,-0.498
6 month,October,10/23/2020 00:00:00,-0.496
6 month,October,10/26/2020 00:00:00,-0.496
6 month,October,10/27/2020 00:00:00,-0.507
6 month,October,10/28/2020 00:00:00,-0.505
6 month,October,10/29/2020 00:00:00,-0.515
6 month,October,10/30/2020 00:00:00,-0.521
6 month,November,11/02/2020 00:00:00,-0.513
6 month,November,11/03/2020 00:00:00,-0.513
6 month,November,11/04/2020 00:00:00,-0.515
6 month,November,11/05/2020 00:00:00,-0.511
6 month,November,11/06/2020 00:00:00,-0.512
6 month,November,11/09/2020 00:00:00,-0.511
6 month,November,11/10/2020 00:00:00,-0.505
6 month,November,11/11/2020 00:00:00,-0.507
6 month,November,11/12/2020 00:00:00,-0.504
6 month,November,11/13/2020 00:00:00,-0.503
6 month,November,11/16/2020 00:00:00,-0.505
6 month,November,11/17/2020 00:00:00,-0.508
6 month,November,11/18/2020 00:00:00,-0.513
6 month,November,11/19/2020 00:00:00,-0.512
6 month,November,11/20/2020 00:00:00,-0.509
6 month,November,11/23/2020 00:00:00,-0.509
6 month,November,11/24/2020 00:00:00,-0.51
6 month,November,11/25/2020 00:00:00,-0.508
6 month,November,11/26/2020 00:00:00,-0.506
6 month,November,11/27/2020 00:00:00,-0.507
6 month,November,11/30/2020 00:00:00,-0.508
12 month,June,06/01/2020 00:00:00,-0.103
12 month,June,06/02/2020 00:00:00,-0.107
12 month,June,06/03/2020 00:00:00,-0.105
12 month,June,06/04/2020 00:00:00,-0.112
12 month,June,06/05/2020 00:00:00,-0.12
12 month,June,06/08/2020 00:00:00,-0.12
12 month,June,06/09/2020 00:00:00,-0.133
12 month,June,06/10/2020 00:00:00,-0.118
12 month,June,06/11/2020 00:00:00,-0.118
12 month,June,06/12/2020 00:00:00,-0.124
12 month,June,06/15/2020 00:00:00,-0.135
12 month,June,06/16/2020 00:00:00,-0.135
12 month,June,06/17/2020 00:00:00,-0.13
12 month,June,06/18/2020 00:00:00,-0.147
12 month,June,06/19/2020 00:00:00,-0.169
12 month,June,06/22/2020 00:00:00,-0.179
12 month,June,06/23/2020 00:00:00,-0.188
12 month,June,06/24/2020 00:00:00,-0.184
12 month,June,06/25/2020 00:00:00,-0.188
12 month,June,06/26/2020 00:00:00,-0.199
12 month,June,06/29/2020 00:00:00,-0.205
12 month,June,06/30/2020 00:00:00,-0.225
12 month,July,07/01/2020 00:00:00,-0.233
12 month,July,07/02/2020 00:00:00,-0.237
12 month,July,07/03/2020 00:00:00,-0.238
12 month,July,07/06/2020 00:00:00,-0.243
12 month,July,07/07/2020 00:00:00,-0.258
12 month,July,07/08/2020 00:00:00,-0.263
12 month,July,07/09/2020 00:00:00,-0.263
12 month,July,07/10/2020 00:00:00,-0.284
12 month,July,07/13/2020 00:00:00,-0.28
12 month,July,07/14/2020 00:00:00,-0.271
12 month,July,07/15/2020 00:00:00,-0.273
12 month,July,07/16/2020 00:00:00,-0.282
12 month,July,07/17/2020 00:00:00,-0.29
12 month,July,07/20/2020 00:00:00,-0.279
12 month,July,07/21/2020 00:00:00,-0.28
12 month,July,07/22/2020 00:00:00,-0.283
12 month,July,07/23/2020 00:00:00,-0.286
12 month,July,07/24/2020 00:00:00,-0.292
12 month,July,07/27/2020 00:00:00,-0.288
12 month,July,07/28/2020 00:00:00,-0.307
12 month,July,07/29/2020 00:00:00,-0.323
12 month,July,07/30/2020 00:00:00,-0.328
12 month,July,07/31/2020 00:00:00,-0.333
12 month,August,08/03/2020 00:00:00,-0.336
