dundasChartControl1_DRG_DataRowGrouping1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_X,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_Y
1 month,March,03/30/2023 00:00:00,2.921
1 month,March,03/31/2023 00:00:00,2.915
1 month,April,04/03/2023 00:00:00,2.928
1 month,April,04/04/2023 00:00:00,2.899
1 month,April,04/05/2023 00:00:00,2.888
1 month,April,04/06/2023 00:00:00,2.887
1 month,April,04/11/2023 00:00:00,2.889
1 month,April,04/12/2023 00:00:00,2.889
1 month,April,04/13/2023 00:00:00,2.934
1 month,April,04/14/2023 00:00:00,2.948
1 month,April,04/17/2023 00:00:00,2.966
1 month,April,04/18/2023 00:00:00,2.968
1 month,April,04/19/2023 00:00:00,2.987
1 month,April,04/20/2023 00:00:00,2.998
1 month,April,04/21/2023 00:00:00,2.956
1 month,April,04/24/2023 00:00:00,3.031
1 month,April,04/25/2023 00:00:00,3.024
1 month,April,04/26/2023 00:00:00,3.015
1 month,April,04/27/2023 00:00:00,3.037
1 month,April,04/28/2023 00:00:00,3.052
1 month,May,05/02/2023 00:00:00,3.093
1 month,May,05/03/2023 00:00:00,3.088
1 month,May,05/04/2023 00:00:00,3.112
1 month,May,05/05/2023 00:00:00,3.099
1 month,May,05/08/2023 00:00:00,3.138
1 month,May,05/09/2023 00:00:00,3.161
1 month,May,05/10/2023 00:00:00,3.146
1 month,May,05/11/2023 00:00:00,3.159
1 month,May,05/12/2023 00:00:00,3.162
1 month,May,05/15/2023 00:00:00,3.15
1 month,May,05/16/2023 00:00:00,3.158
1 month,May,05/17/2023 00:00:00,3.152
1 month,May,05/18/2023 00:00:00,3.151
1 month,May,05/19/2023 00:00:00,3.134
1 month,May,05/22/2023 00:00:00,3.135
1 month,May,05/23/2023 00:00:00,3.142
1 month,May,05/24/2023 00:00:00,3.138
1 month,May,05/25/2023 00:00:00,3.198
1 month,May,05/26/2023 00:00:00,3.199
1 month,May,05/29/2023 00:00:00,3.213
1 month,May,05/30/2023 00:00:00,3.214
1 month,May,05/31/2023 00:00:00,3.211
3 month,December,12/01/2022 00:00:00,1.972
3 month,December,12/02/2022 00:00:00,1.975
3 month,December,12/05/2022 00:00:00,1.975
3 month,December,12/06/2022 00:00:00,1.993
3 month,December,12/07/2022 00:00:00,1.977
3 month,December,12/08/2022 00:00:00,1.99
3 month,December,12/09/2022 00:00:00,2.005
3 month,December,12/12/2022 00:00:00,2.052
3 month,December,12/13/2022 00:00:00,2.046
3 month,December,12/14/2022 00:00:00,2.081
3 month,December,12/15/2022 00:00:00,2.062
3 month,December,12/16/2022 00:00:00,2.047
3 month,December,12/19/2022 00:00:00,2.063
3 month,December,12/20/2022 00:00:00,2.081
3 month,December,12/21/2022 00:00:00,2.102
3 month,December,12/22/2022 00:00:00,2.125
3 month,December,12/23/2022 00:00:00,2.141
3 month,December,12/27/2022 00:00:00,2.128
3 month,December,12/28/2022 00:00:00,2.202
3 month,December,12/29/2022 00:00:00,2.184
3 month,December,12/30/2022 00:00:00,2.132
3 month,January,01/02/2023 00:00:00,2.162
3 month,January,01/03/2023 00:00:00,2.172
3 month,January,01/04/2023 00:00:00,2.17
3 month,January,01/05/2023 00:00:00,2.178
3 month,January,01/06/2023 00:00:00,2.254
3 month,January,01/09/2023 00:00:00,2.27
3 month,January,01/10/2023 00:00:00,2.284
3 month,January,01/11/2023 00:00:00,2.298
3 month,January,01/12/2023 00:00:00,2.288
3 month,January,01/13/2023 00:00:00,2.328
3 month,January,01/16/2023 00:00:00,2.334
3 month,January,01/17/2023 00:00:00,2.335
3 month,January,01/18/2023 00:00:00,2.342
3 month,January,01/19/2023 00:00:00,2.393
3 month,January,01/20/2023 00:00:00,2.417
3 month,January,01/23/2023 00:00:00,2.449
3 month,January,01/24/2023 00:00:00,2.501
3 month,January,01/25/2023 00:00:00,2.458
3 month,January,01/26/2023 00:00:00,2.468
3 month,January,01/27/2023 00:00:00,2.492
3 month,January,01/30/2023 00:00:00,2.482
3 month,January,01/31/2023 00:00:00,2.512
3 month,February,02/01/2023 00:00:00,2.483
3 month,February,02/02/2023 00:00:00,2.54
3 month,February,02/03/2023 00:00:00,2.545
3 month,February,02/06/2023 00:00:00,2.565
3 month,February,02/07/2023 00:00:00,2.602
3 month,February,02/08/2023 00:00:00,2.608
3 month,February,02/09/2023 00:00:00,2.607
3 month,February,02/10/2023 00:00:00,2.621
3 month,February,02/13/2023 00:00:00,2.654
3 month,February,02/14/2023 00:00:00,2.66
3 month,February,02/15/2023 00:00:00,2.682
3 month,February,02/16/2023 00:00:00,2.703
3 month,February,02/17/2023 00:00:00,2.667
3 month,February,02/20/2023 00:00:00,2.654
3 month,February,02/21/2023 00:00:00,2.682
3 month,February,02/22/2023 00:00:00,2.683
3 month,February,02/23/2023 00:00:00,2.693
3 month,February,02/24/2023 00:00:00,2.698
3 month,February,02/27/2023 00:00:00,2.716
3 month,February,02/28/2023 00:00:00,2.744
3 month,March,03/01/2023 00:00:00,2.783
3 month,March,03/02/2023 00:00:00,2.801
3 month,March,03/03/2023 00:00:00,2.849
3 month,March,03/06/2023 00:00:00,2.875
3 month,March,03/07/2023 00:00:00,2.92
3 month,March,03/08/2023 00:00:00,2.944
3 month,March,03/09/2023 00:00:00,2.948
3 month,March,03/10/2023 00:00:00,2.978
3 month,March,03/13/2023 00:00:00,2.957
3 month,March,03/14/2023 00:00:00,2.753
3 month,March,03/15/2023 00:00:00,2.815
3 month,March,03/16/2023 00:00:00,2.646
3 month,March,03/17/2023 00:00:00,2.75
3 month,March,03/20/2023 00:00:00,2.892
3 month,March,03/21/2023 00:00:00,2.908
3 month,March,03/22/2023 00:00:00,3.002
3 month,March,03/23/2023 00:00:00,2.99
3 month,March,03/24/2023 00:00:00,3.025
3 month,March,03/27/2023 00:00:00,3.012
3 month,March,03/28/2023 00:00:00,2.99
3 month,March,03/29/2023 00:00:00,3.015
3 month,March,03/30/2023 00:00:00,3.052
3 month,March,03/31/2023 00:00:00,3.038
3 month,April,04/03/2023 00:00:00,3.053
3 month,April,04/04/2023 00:00:00,3.052
3 month,April,04/05/2023 00:00:00,3.055
3 month,April,04/06/2023 00:00:00,3.075
3 month,April,04/11/2023 00:00:00,3.108
3 month,April,04/12/2023 00:00:00,3.126
3 month,April,04/13/2023 00:00:00,3.177
3 month,April,04/14/2023 00:00:00,3.175
3 month,April,04/17/2023 00:00:00,3.219
3 month,April,04/18/2023 00:00:00,3.2
3 month,April,04/19/2023 00:00:00,3.205
3 month,April,04/20/2023 00:00:00,3.211
3 month,April,04/21/2023 00:00:00,3.261
3 month,April,04/24/2023 00:00:00,3.288
3 month,April,04/25/2023 00:00:00,3.268
3 month,April,04/26/2023 00:00:00,3.242
3 month,April,04/27/2023 00:00:00,3.25
3 month,April,04/28/2023 00:00:00,3.265
3 month,May,05/02/2023 00:00:00,3.274
3 month,May,05/03/2023 00:00:00,3.275
3 month,May,05/04/2023 00:00:00,3.281
3 month,May,05/05/2023 00:00:00,3.28
3 month,May,05/08/2023 00:00:00,3.312
3 month,May,05/09/2023 00:00:00,3.27
3 month,May,05/10/2023 00:00:00,3.301
3 month,May,05/11/2023 00:00:00,3.323
3 month,May,05/12/2023 00:00:00,3.348
3 month,May,05/15/2023 00:00:00,3.358
3 month,May,05/16/2023 00:00:00,3.382
3 month,May,05/17/2023 00:00:00,3.388
3 month,May,05/18/2023 00:00:00,3.383
3 month,May,05/19/2023 00:00:00,3.415
3 month,May,05/22/2023 00:00:00,3.412
3 month,May,05/23/2023 00:00:00,3.422
3 month,May,05/24/2023 00:00:00,3.415
3 month,May,05/25/2023 00:00:00,3.457
3 month,May,05/26/2023 00:00:00,3.462
3 month,May,05/29/2023 00:00:00,3.483
3 month,May,05/30/2023 00:00:00,3.474
3 month,May,05/31/2023 00:00:00,3.463
6 month,December,12/01/2022 00:00:00,2.405
6 month,December,12/02/2022 00:00:00,2.406
6 month,December,12/05/2022 00:00:00,2.436
6 month,December,12/06/2022 00:00:00,2.443
6 month,December,12/07/2022 00:00:00,2.442
6 month,December,12/08/2022 00:00:00,2.456
6 month,December,12/09/2022 00:00:00,2.466
6 month,December,12/12/2022 00:00:00,2.527
6 month,December,12/13/2022 00:00:00,2.479
6 month,December,12/14/2022 00:00:00,2.519
6 month,December,12/15/2022 00:00:00,2.493
6 month,December,12/16/2022 00:00:00,2.569
6 month,December,12/19/2022 00:00:00,2.585
6 month,December,12/20/2022 00:00:00,2.625
6 month,December,12/21/2022 00:00:00,2.645
6 month,December,12/22/2022 00:00:00,2.696
6 month,December,12/23/2022 00:00:00,2.701
6 month,December,12/27/2022 00:00:00,2.703
6 month,December,12/28/2022 00:00:00,2.752
6 month,December,12/29/2022 00:00:00,2.726
6 month,December,12/30/2022 00:00:00,2.693
6 month,January,01/02/2023 00:00:00,2.732
6 month,January,01/03/2023 00:00:00,2.739
6 month,January,01/04/2023 00:00:00,2.761
6 month,January,01/05/2023 00:00:00,2.772
6 month,January,01/06/2023 00:00:00,2.805
6 month,January,01/09/2023 00:00:00,2.809
6 month,January,01/10/2023 00:00:00,2.82
6 month,January,01/11/2023 00:00:00,2.858
6 month,January,01/12/2023 00:00:00,2.818
6 month,January,01/13/2023 00:00:00,2.876
6 month,January,01/16/2023 00:00:00,2.843
6 month,January,01/17/2023 00:00:00,2.878
6 month,January,01/18/2023 00:00:00,2.832
6 month,January,01/19/2023 00:00:00,2.857
6 month,January,01/20/2023 00:00:00,2.895
6 month,January,01/23/2023 00:00:00,2.917
6 month,January,01/24/2023 00:00:00,2.922
6 month,January,01/25/2023 00:00:00,2.928
6 month,January,01/26/2023 00:00:00,2.922
6 month,January,01/27/2023 00:00:00,2.942
6 month,January,01/30/2023 00:00:00,2.959
6 month,January,01/31/2023 00:00:00,2.988
6 month,February,02/01/2023 00:00:00,3.009
6 month,February,02/02/2023 00:00:00,3.029
6 month,February,02/03/2023 00:00:00,3.011
6 month,February,02/06/2023 00:00:00,3.008
6 month,February,02/07/2023 00:00:00,3.029
6 month,February,02/08/2023 00:00:00,3.054
6 month,February,02/09/2023 00:00:00,3.103
6 month,February,02/10/2023 00:00:00,3.08
6 month,February,02/13/2023 00:00:00,3.102
6 month,February,02/14/2023 00:00:00,3.135
6 month,February,02/15/2023 00:00:00,3.166
6 month,February,02/16/2023 00:00:00,3.192
6 month,February,02/17/2023 00:00:00,3.212
6 month,February,02/20/2023 00:00:00,3.192
6 month,February,02/21/2023 00:00:00,3.225
6 month,February,02/22/2023 00:00:00,3.197
6 month,February,02/23/2023 00:00:00,3.198
6 month,February,02/24/2023 00:00:00,3.233
6 month,February,02/27/2023 00:00:00,3.242
6 month,February,02/28/2023 00:00:00,3.29
6 month,March,03/01/2023 00:00:00,3.311
6 month,March,03/02/2023 00:00:00,3.366
6 month,March,03/03/2023 00:00:00,3.353
6 month,March,03/06/2023 00:00:00,3.363
6 month,March,03/07/2023 00:00:00,3.418
6 month,March,03/08/2023 00:00:00,3.451
6 month,March,03/09/2023 00:00:00,3.461
6 month,March,03/10/2023 00:00:00,3.445
6 month,March,03/13/2023 00:00:00,3.375
6 month,March,03/14/2023 00:00:00,3.035
6 month,March,03/15/2023 00:00:00,3.131
6 month,March,03/16/2023 00:00:00,2.985
6 month,March,03/17/2023 00:00:00,3.055
6 month,March,03/20/2023 00:00:00,3.095
6 month,March,03/21/2023 00:00:00,3.071
6 month,March,03/22/2023 00:00:00,3.214
6 month,March,03/23/2023 00:00:00,3.29
6 month,March,03/24/2023 00:00:00,3.281
6 month,March,03/27/2023 00:00:00,3.239
6 month,March,03/28/2023 00:00:00,3.269
6 month,March,03/29/2023 00:00:00,3.29
6 month,March,03/30/2023 00:00:00,3.312
6 month,March,03/31/2023 00:00:00,3.341
6 month,April,04/03/2023 00:00:00,3.335
6 month,April,04/04/2023 00:00:00,3.359
6 month,April,04/05/2023 00:00:00,3.339
6 month,April,04/06/2023 00:00:00,3.339
6 month,April,04/11/2023 00:00:00,3.356
6 month,April,04/12/2023 00:00:00,3.43
6 month,April,04/13/2023 00:00:00,3.49
6 month,April,04/14/2023 00:00:00,3.51
6 month,April,04/17/2023 00:00:00,3.578
6 month,April,04/18/2023 00:00:00,3.562
6 month,April,04/19/2023 00:00:00,3.587
6 month,April,04/20/2023 00:00:00,3.612
6 month,April,04/21/2023 00:00:00,3.601
6 month,April,04/24/2023 00:00:00,3.637
6 month,April,04/25/2023 00:00:00,3.635
6 month,April,04/26/2023 00:00:00,3.648
6 month,April,04/27/2023 00:00:00,3.618
6 month,April,04/28/2023 00:00:00,3.645
6 month,May,05/02/2023 00:00:00,3.622
6 month,May,05/03/2023 00:00:00,3.644
6 month,May,05/04/2023 00:00:00,3.651
6 month,May,05/05/2023 00:00:00,3.575
6 month,May,05/08/2023 00:00:00,3.605
6 month,May,05/09/2023 00:00:00,3.608
6 month,May,05/10/2023 00:00:00,3.625
6 month,May,05/11/2023 00:00:00,3.629
6 month,May,05/12/2023 00:00:00,3.638
6 month,May,05/15/2023 00:00:00,3.663
6 month,May,05/16/2023 00:00:00,3.658
6 month,May,05/17/2023 00:00:00,3.671
6 month,May,05/18/2023 00:00:00,3.687
6 month,May,05/19/2023 00:00:00,3.707
6 month,May,05/22/2023 00:00:00,3.714
6 month,May,05/23/2023 00:00:00,3.732
6 month,May,05/24/2023 00:00:00,3.744
6 month,May,05/25/2023 00:00:00,3.769
6 month,May,05/26/2023 00:00:00,3.76
6 month,May,05/29/2023 00:00:00,3.781
6 month,May,05/30/2023 00:00:00,3.77
6 month,May,05/31/2023 00:00:00,3.746
12 month,December,12/01/2022 00:00:00,2.842
12 month,December,12/02/2022 00:00:00,2.811
12 month,December,12/05/2022 00:00:00,2.841
12 month,December,12/06/2022 00:00:00,2.87
12 month,December,12/07/2022 00:00:00,2.864
12 month,December,12/08/2022 00:00:00,2.858
12 month,December,12/09/2022 00:00:00,2.861
12 month,December,12/12/2022 00:00:00,2.88
12 month,December,12/13/2022 00:00:00,2.873
12 month,December,12/14/2022 00:00:00,2.871
12 month,December,12/15/2022 00:00:00,2.867
12 month,December,12/16/2022 00:00:00,2.993
12 month,December,12/19/2022 00:00:00,3.057
12 month,December,12/20/2022 00:00:00,3.118
12 month,December,12/21/2022 00:00:00,3.176
12 month,December,12/22/2022 00:00:00,3.192
12 month,December,12/23/2022 00:00:00,3.238
12 month,December,12/27/2022 00:00:00,3.265
12 month,December,12/28/2022 00:00:00,3.325
12 month,December,12/29/2022 00:00:00,3.288
12 month,December,12/30/2022 00:00:00,3.291
12 month,January,01/02/2023 00:00:00,3.316
12 month,January,01/03/2023 00:00:00,3.321
12 month,January,01/04/2023 00:00:00,3.312
12 month,January,01/05/2023 00:00:00,3.303
12 month,January,01/06/2023 00:00:00,3.328
12 month,January,01/09/2023 00:00:00,3.328
12 month,January,01/10/2023 00:00:00,3.338
12 month,January,01/11/2023 00:00:00,3.37
12 month,January,01/12/2023 00:00:00,3.325
12 month,January,01/13/2023 00:00:00,3.315
12 month,January,01/16/2023 00:00:00,3.332
12 month,January,01/17/2023 00:00:00,3.339
12 month,January,01/18/2023 00:00:00,3.311
12 month,January,01/19/2023 00:00:00,3.3
12 month,January,01/20/2023 00:00:00,3.327
12 month,January,01/23/2023 00:00:00,3.345
12 month,January,01/24/2023 00:00:00,3.353
12 month,January,01/25/2023 00:00:00,3.363
12 month,January,01/26/2023 00:00:00,3.352
12 month,January,01/27/2023 00:00:00,3.356
12 month,January,01/30/2023 00:00:00,3.368
12 month,January,01/31/2023 00:00:00,3.413
12 month,February,02/01/2023 00:00:00,3.414
12 month,February,02/02/2023 00:00:00,3.446
12 month,February,02/03/2023 00:00:00,3.374
12 month,February,02/06/2023 00:00:00,3.401
12 month,February,02/07/2023 00:00:00,3.435
12 month,February,02/08/2023 00:00:00,3.451
12 month,February,02/09/2023 00:00:00,3.486
12 month,February,02/10/2023 00:00:00,3.465
12 month,February,02/13/2023 00:00:00,3.51
12 month,February,02/14/2023 00:00:00,3.518
12 month,February,02/15/2023 00:00:00,3.542
12 month,February,02/16/2023 00:00:00,3.567
12 month,February,02/17/2023 00:00:00,3.572
12 month,February,02/20/2023 00:00:00,3.579
12 month,February,02/21/2023 00:00:00,3.578
12 month,February,02/22/2023 00:00:00,3.625
12 month,February,02/23/2023 00:00:00,3.642
12 month,February,02/24/2023 00:00:00,3.662
12 month,February,02/27/2023 00:00:00,3.68
12 month,February,02/28/2023 00:00:00,3.725
12 month,March,03/01/2023 00:00:00,3.745
12 month,March,03/02/2023 00:00:00,3.821
12 month,March,03/03/2023 00:00:00,3.826
12 month,March,03/06/2023 00:00:00,3.859
12 month,March,03/07/2023 00:00:00,3.908
12 month,March,03/08/2023 00:00:00,3.944
12 month,March,03/09/2023 00:00:00,3.978
12 month,March,03/10/2023 00:00:00,3.953
12 month,March,03/13/2023 00:00:00,3.858
12 month,March,03/14/2023 00:00:00,3.509
12 month,March,03/15/2023 00:00:00,3.662
12 month,March,03/16/2023 00:00:00,3.359
12 month,March,03/17/2023 00:00:00,3.38
12 month,March,03/20/2023 00:00:00,3.395
12 month,March,03/21/2023 00:00:00,3.322
12 month,March,03/22/2023 00:00:00,3.468
12 month,March,03/23/2023 00:00:00,3.578
12 month,March,03/24/2023 00:00:00,3.533
12 month,March,03/27/2023 00:00:00,3.469
12 month,March,03/28/2023 00:00:00,3.542
12 month,March,03/29/2023 00:00:00,3.573
12 month,March,03/30/2023 00:00:00,3.568
12 month,March,03/31/2023 00:00:00,3.622
12 month,April,04/03/2023 00:00:00,3.651
12 month,April,04/04/2023 00:00:00,3.638
12 month,April,04/05/2023 00:00:00,3.628
12 month,April,04/06/2023 00:00:00,3.578
